"TOA5","ATLAS-RN LAJES","CR300","26014","CR300-CELL215.Std.10.03","CPU:LAJES_RN_rev1.CR300","20950","GHI1_seg_Lajes"
"TIMESTAMP","RECORD","GHI1"
"TS","RN","W/m^2"
"","","Smp"
"2023-02-06 00:00:00",31146718,65535
"2023-02-06 00:00:01",31146719,65535
"2023-02-06 00:00:02",31146720,65535
"2023-02-06 00:00:03",31146721,65535
"2023-02-06 00:00:04",31146722,65535
"2023-02-06 00:00:05",31146723,65535
"2023-02-06 00:00:06",31146724,65535
"2023-02-06 00:00:07",31146725,65535
"2023-02-06 00:00:08",31146726,65535
"2023-02-06 00:00:09",31146727,65535
"2023-02-06 00:00:10",31146728,65535
"2023-02-06 00:00:11",31146729,65535
"2023-02-06 00:00:12",31146730,65535
"2023-02-06 00:00:13",31146731,65535
"2023-02-06 00:00:14",31146732,65535
"2023-02-06 00:00:15",31146733,65535
"2023-02-06 00:00:16",31146734,65535
"2023-02-06 00:00:17",31146735,65535
"2023-02-06 00:00:18",31146736,65535
"2023-02-06 00:00:19",31146737,65535
"2023-02-06 00:00:20",31146738,65535
"2023-02-06 00:00:21",31146739,65535
"2023-02-06 00:00:22",31146740,65535
"2023-02-06 00:00:23",31146741,65535
"2023-02-06 00:00:24",31146742,65535
"2023-02-06 00:00:25",31146743,65535
"2023-02-06 00:00:26",31146744,65535
"2023-02-06 00:00:27",31146745,65535
"2023-02-06 00:00:28",31146746,65535
"2023-02-06 00:00:29",31146747,65535
"2023-02-06 00:00:30",31146748,65535
"2023-02-06 00:00:31",31146749,65535
"2023-02-06 00:00:32",31146750,65535
"2023-02-06 00:00:33",31146751,65535
"2023-02-06 00:00:34",31146752,65535
"2023-02-06 00:00:35",31146753,65535
"2023-02-06 00:00:36",31146754,65535
"2023-02-06 00:00:37",31146755,65535
"2023-02-06 00:00:38",31146756,65535
"2023-02-06 00:00:39",31146757,65535
"2023-02-06 00:00:40",31146758,65535
"2023-02-06 00:00:41",31146759,65535
"2023-02-06 00:00:42",31146760,65535
"2023-02-06 00:00:43",31146761,65535
"2023-02-06 00:00:44",31146762,65535
"2023-02-06 00:00:45",31146763,65535
"2023-02-06 00:00:46",31146764,65535
"2023-02-06 00:00:47",31146765,65535
"2023-02-06 00:00:48",31146766,65535
"2023-02-06 00:00:49",31146767,65535
"2023-02-06 00:00:50",31146768,65535
"2023-02-06 00:00:51",31146769,65535
"2023-02-06 00:00:52",31146770,65535
"2023-02-06 00:00:53",31146771,65535
"2023-02-06 00:00:54",31146772,65535
"2023-02-06 00:00:55",31146773,65535
"2023-02-06 00:00:56",31146774,65535
"2023-02-06 00:00:57",31146775,65535
"2023-02-06 00:00:58",31146776,65535
"2023-02-06 00:00:59",31146777,65535
"2023-02-06 00:01:00",31146778,65535
"2023-02-06 00:01:01",31146779,65535
"2023-02-06 00:01:02",31146780,65535
"2023-02-06 00:01:03",31146781,65535
"2023-02-06 00:01:04",31146782,65535
"2023-02-06 00:01:05",31146783,65535
