"TOA5","ATLAS-RN LAJES","CR300","26014","CR300-CELL215.Std.10.03","CPU:LAJES_RN_rev1.CR300","20950","GHI1_seg_Lajes"
"TIMESTAMP","RECORD","GHI1"
"TS","RN","W/m^2"
"","","Smp"
"2023-02-26 00:00:00",32874711,65535
"2023-02-26 00:00:01",32874712,65535
"2023-02-26 00:00:02",32874713,65535
"2023-02-26 00:00:03",32874714,65535
"2023-02-26 00:00:04",32874715,65535
"2023-02-26 00:00:05",32874716,65535
"2023-02-26 00:00:06",32874717,65535
"2023-02-26 00:00:07",32874718,65535
"2023-02-26 00:00:08",32874719,65535
"2023-02-26 00:00:09",32874720,65535
"2023-02-26 00:00:10",32874721,65535
"2023-02-26 00:00:11",32874722,65535
"2023-02-26 00:00:12",32874723,65535
"2023-02-26 00:00:13",32874724,65535
"2023-02-26 00:00:14",32874725,65535
"2023-02-26 00:00:15",32874726,65535
"2023-02-26 00:00:16",32874727,65535
"2023-02-26 00:00:17",32874728,65535
"2023-02-26 00:00:18",32874729,65535
"2023-02-26 00:00:19",32874730,65535
"2023-02-26 00:00:20",32874731,65535
"2023-02-26 00:00:21",32874732,65535
"2023-02-26 00:00:22",32874733,65535
"2023-02-26 00:00:23",32874734,65535
"2023-02-26 00:00:24",32874735,65535
"2023-02-26 00:00:25",32874736,65535
"2023-02-26 00:00:26",32874737,65535
"2023-02-26 00:00:27",32874738,65535
"2023-02-26 00:00:28",32874739,65535
"2023-02-26 00:00:29",32874740,65535
"2023-02-26 00:00:30",32874741,65535
"2023-02-26 00:00:31",32874742,65535
"2023-02-26 00:00:32",32874743,65535
"2023-02-26 00:00:33",32874744,65535
"2023-02-26 00:00:34",32874745,65535
"2023-02-26 00:00:35",32874746,65535
"2023-02-26 00:00:36",32874747,65535
"2023-02-26 00:00:37",32874748,65535
"2023-02-26 00:00:38",32874749,65535
"2023-02-26 00:00:39",32874750,65535
"2023-02-26 00:00:40",32874751,65535
"2023-02-26 00:00:41",32874752,65535
"2023-02-26 00:00:42",32874753,65535
"2023-02-26 00:00:43",32874754,65535
"2023-02-26 00:00:44",32874755,65535
"2023-02-26 00:00:45",32874756,65535
"2023-02-26 00:00:46",32874757,65535
"2023-02-26 00:00:47",32874758,65535
"2023-02-26 00:00:48",32874759,65535
"2023-02-26 00:00:49",32874760,65535
"2023-02-26 00:00:50",32874761,65535
"2023-02-26 00:00:51",32874762,65535
"2023-02-26 00:00:52",32874763,65535
"2023-02-26 00:00:53",32874764,65535
"2023-02-26 00:00:54",32874765,65535
"2023-02-26 00:00:55",32874766,65535
"2023-02-26 00:00:56",32874767,65535
"2023-02-26 00:00:57",32874768,65535
"2023-02-26 00:00:58",32874769,65535
"2023-02-26 00:00:59",32874770,65535
"2023-02-26 00:01:00",32874771,65535
"2023-02-26 00:01:01",32874772,65535
"2023-02-26 00:01:02",32874773,65535
"2023-02-26 00:01:03",32874774,65535
"2023-02-26 00:01:04",32874775,65535
"2023-02-26 00:01:05",32874776,65535
