"TOA5","ATLAS-RN LAJES","CR300","26014","CR300-CELL215.Std.10.03","CPU:LAJES_RN_rev1.CR300","20950","GHI1_seg_Lajes"
"TIMESTAMP","RECORD","GHI1"
"TS","RN","W/m^2"
"","","Smp"
"2023-02-02 00:00:00",30801120,65535
"2023-02-02 00:00:01",30801121,65535
"2023-02-02 00:00:02",30801122,65535
"2023-02-02 00:00:03",30801123,65535
"2023-02-02 00:00:04",30801124,65535
"2023-02-02 00:00:05",30801125,65535
"2023-02-02 00:00:06",30801126,65535
"2023-02-02 00:00:07",30801127,65535
"2023-02-02 00:00:08",30801128,65535
"2023-02-02 00:00:09",30801129,65535
"2023-02-02 00:00:10",30801130,65535
"2023-02-02 00:00:11",30801131,65535
"2023-02-02 00:00:12",30801132,65535
"2023-02-02 00:00:13",30801133,65535
"2023-02-02 00:00:14",30801134,65535
"2023-02-02 00:00:15",30801135,65535
"2023-02-02 00:00:16",30801136,65535
"2023-02-02 00:00:17",30801137,65535
"2023-02-02 00:00:18",30801138,65535
"2023-02-02 00:00:19",30801139,65535
"2023-02-02 00:00:20",30801140,65535
"2023-02-02 00:00:21",30801141,65535
"2023-02-02 00:00:22",30801142,65535
"2023-02-02 00:00:23",30801143,65535
"2023-02-02 00:00:24",30801144,65535
"2023-02-02 00:00:25",30801145,65535
"2023-02-02 00:00:26",30801146,65535
"2023-02-02 00:00:27",30801147,65535
"2023-02-02 00:00:28",30801148,65535
"2023-02-02 00:00:29",30801149,65535
"2023-02-02 00:00:30",30801150,65535
"2023-02-02 00:00:31",30801151,65535
"2023-02-02 00:00:32",30801152,65535
"2023-02-02 00:00:33",30801153,65535
"2023-02-02 00:00:34",30801154,65535
"2023-02-02 00:00:35",30801155,65535
"2023-02-02 00:00:36",30801156,65535
"2023-02-02 00:00:37",30801157,65535
"2023-02-02 00:00:38",30801158,65535
"2023-02-02 00:00:39",30801159,65535
"2023-02-02 00:00:40",30801160,65535
"2023-02-02 00:00:41",30801161,65535
"2023-02-02 00:00:42",30801162,65535
"2023-02-02 00:00:43",30801163,65535
"2023-02-02 00:00:44",30801164,65535
"2023-02-02 00:00:45",30801165,65535
"2023-02-02 00:00:46",30801166,65535
"2023-02-02 00:00:47",30801167,65535
"2023-02-02 00:00:48",30801168,65535
"2023-02-02 00:00:49",30801169,65535
"2023-02-02 00:00:50",30801170,65535
"2023-02-02 00:00:51",30801171,65535
"2023-02-02 00:00:52",30801172,65535
"2023-02-02 00:00:53",30801173,65535
"2023-02-02 00:00:54",30801174,65535
"2023-02-02 00:00:55",30801175,65535
"2023-02-02 00:00:56",30801176,65535
"2023-02-02 00:00:57",30801177,65535
"2023-02-02 00:00:58",30801178,65535
"2023-02-02 00:00:59",30801179,65535
"2023-02-02 00:01:00",30801180,65535
"2023-02-02 00:01:01",30801181,65535
"2023-02-02 00:01:02",30801182,65535
"2023-02-02 00:01:03",30801183,65535
"2023-02-02 00:01:04",30801184,65535
"2023-02-02 00:01:05",30801185,65535
