"TOA5","ATLAS-RN LAJES","CR300","26014","CR300-CELL215.Std.10.03","CPU:LAJES_RN_rev1.CR300","20950","GHI1_seg_Lajes"
"TIMESTAMP","RECORD","GHI1"
"TS","RN","W/m^2"
"","","Smp"
"2023-02-18 00:00:00",32183517,65535
"2023-02-18 00:00:01",32183518,65535
"2023-02-18 00:00:02",32183519,65535
"2023-02-18 00:00:03",32183520,65535
"2023-02-18 00:00:04",32183521,65535
"2023-02-18 00:00:05",32183522,65535
"2023-02-18 00:00:06",32183523,65535
"2023-02-18 00:00:07",32183524,65535
"2023-02-18 00:00:08",32183525,65535
"2023-02-18 00:00:09",32183526,65535
"2023-02-18 00:00:10",32183527,65535
"2023-02-18 00:00:11",32183528,65535
"2023-02-18 00:00:12",32183529,65535
"2023-02-18 00:00:13",32183530,65535
"2023-02-18 00:00:14",32183531,65535
"2023-02-18 00:00:15",32183532,65535
"2023-02-18 00:00:16",32183533,65535
"2023-02-18 00:00:17",32183534,65535
"2023-02-18 00:00:18",32183535,65535
"2023-02-18 00:00:19",32183536,65535
"2023-02-18 00:00:20",32183537,65535
"2023-02-18 00:00:21",32183538,65535
"2023-02-18 00:00:22",32183539,65535
"2023-02-18 00:00:23",32183540,65535
"2023-02-18 00:00:24",32183541,65535
"2023-02-18 00:00:25",32183542,65535
"2023-02-18 00:00:26",32183543,65535
"2023-02-18 00:00:27",32183544,65535
"2023-02-18 00:00:28",32183545,65535
"2023-02-18 00:00:29",32183546,65535
"2023-02-18 00:00:30",32183547,65535
"2023-02-18 00:00:31",32183548,65535
"2023-02-18 00:00:32",32183549,65535
"2023-02-18 00:00:33",32183550,65535
"2023-02-18 00:00:34",32183551,65535
"2023-02-18 00:00:35",32183552,65535
"2023-02-18 00:00:36",32183553,65535
"2023-02-18 00:00:37",32183554,65535
"2023-02-18 00:00:38",32183555,65535
"2023-02-18 00:00:39",32183556,65535
"2023-02-18 00:00:40",32183557,65535
"2023-02-18 00:00:41",32183558,65535
"2023-02-18 00:00:42",32183559,65535
"2023-02-18 00:00:43",32183560,65535
"2023-02-18 00:00:44",32183561,65535
"2023-02-18 00:00:45",32183562,65535
"2023-02-18 00:00:46",32183563,65535
"2023-02-18 00:00:47",32183564,65535
"2023-02-18 00:00:48",32183565,65535
"2023-02-18 00:00:49",32183566,65535
"2023-02-18 00:00:50",32183567,65535
"2023-02-18 00:00:51",32183568,65535
"2023-02-18 00:00:52",32183569,65535
"2023-02-18 00:00:53",32183570,65535
"2023-02-18 00:00:54",32183571,65535
"2023-02-18 00:00:55",32183572,65535
"2023-02-18 00:00:56",32183573,65535
"2023-02-18 00:00:57",32183574,65535
"2023-02-18 00:00:58",32183575,65535
"2023-02-18 00:00:59",32183576,65535
"2023-02-18 00:01:00",32183577,65535
"2023-02-18 00:01:01",32183578,65535
"2023-02-18 00:01:02",32183579,65535
"2023-02-18 00:01:03",32183580,65535
"2023-02-18 00:01:04",32183581,65535
"2023-02-18 00:01:05",32183582,65535
